Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Erik Born,German,5.0,2.5,2,Erik is great. He is really passionate about what he teaches and enthusiastic about sharing his knowledge. Took an fws with him and he assigned 5 papers totalling summing up to about 25 pages in the end. Very flexible prompts that allow you to explore what you are interested in. Always willing to meet after class and is generous with extensions. 
Cristina Florea,History,4.5,3.9,7,"Professor Florea is a great lecturer. She approaches difficult topics through literature, primary sources, and a good dose of humour. The selected material is very interesting and contributes to your growth way beyond her class.

She genuinely cares about your progress and you as a person. "
Ana Pires,Mathematics,3.9,3.0,9,"She talks to the board and asks if everyone understands her, she uses the most complicated way to explain the SIMPLEST of problems. She teaches to the smartest student in the class and forgets that we're not all math majors. For tests, she'll give you one thing to study, then put something completely different or ten times harder on the test."
Matt Brashears,Sociology,4.3,1.9,8,"Makes stats interesting. If you have to take a stats course, take this one. Also, not sure if he still does this, but if you have an A for the semester, you don't have to take the final, which was nice."
Matt Dallos,History,3.0,2.0,2,"No matter how hard you try, he will still be super harsh on your grading and will leave you no room to improve. DO NOT TAKE AN FWS WITH THIS GUY. I would say that I am proficient in writing and still got a B+ even though I displayed writing feats that deserved higher."
Matt Backus,Economics,5.0,3.5,2,"amazing lectures, and the research proposal assignment changed the way I think about economics"
Matt Miller,Engineering,3.0,4.0,36,"This guy might actually be the worst human being I've encountered at Cornell. He goes out of his way to make his student's lives miserable. He tried to fail as many kids as he could when I took the class, despite how well they understood the material. He would grade arbitrarily and inaccurately. He singlehandedly ruined my interest in Mech-E."
Carla Gomes,Computer Science,2.8,3.8,4,"Took this class out of curiosity. At the end, I was filled with nothing but deep regret.
The prelims are designed to ensure you make mistakes. The problems you have to solve in prelims do reflect examples from psets, but are intentionally made more convoluted & tricky. On top of that, you get very little time to solve them. DO NOT TAKE! "
Sahara Byrne,Communication,4.8,2.1,18,"Professor Byrne truly cares about her students and not just their success inside of her class, but their outside involvement as well. I was fortunate to have her for COMM 1101 in person this year and she was so understanding about all the struggles of online learning for the kids who were not on campus and pushed back assignment dates to help."
Christopher Byrne,Communication,4.3,2.8,4,"Professor Byrne is the GOAT. I loved his Sports COMM class and I think any student interested in sports would too! The topics are very interesting, and it was a pleasure to attend class."
Alice Turski,English,1.0,3.0,1,Extremely confusing. Never sure what is going on in class and have no idea what I'm supposed to write for the essays. She's not a bad person but she speaks too quietly in class to hear her and everything she says makes little sense. Essay prompts are confusing and she is little help when asking for clarification.
Alice Mercier,English,5.0,2.0,3,I took Alice's class a few years ago and I really liked her FWS class. It was really easy and I liked that we had creative freedom for our final assignment. She gives really good feedback on our papers and she is one of the kindest profs I've ever met. Would definitely recommend taking one of her classes :)
Alice Wolff,Medieval Studies,5.0,2.0,2,Took Medieval writing FWS; she gave a ton of freedom for paper & presentation topics and definitely wanted everyone to do well. Also had interesting guest lecturers & multiple extra credit opportunities. 
Alice Rhee,English,4.9,2.0,5,"Excellent and lovely professor. I took the Asian-American Food Writing and loved it! A great way to talk about the challenges Asian Americans face and the cultures enjoyed through food. She is very understanding and receptive to the mental health of her students. The grading is effort-based (not based on capabilities), too!  Would recommend!"
Samanta Ordonez,Languages,3.0,3.0,2,Nice and very helpful if you ask
Eve Donnelly,Materials Science,4.0,2.5,2,"Just average. Good person, lectures were pretty boring. Grading rubrics were not straightforward, even for some prelims. Still, not difficult and final project instead of exam. Doesn't give A+ (even for students who earn 98-100), annoying for ENGRI course"
Ross Knepper,Computer Science,2.0,4.0,2,"For each lecture there is a quiz the questions seem much more like word games. The course has everything to rate, including quiz, prelim, projects and written homework. The lecture is no more interesting than the reading materials."
Ross MacIntyre,Science,3.0,4.3,23,He is very sweet but fails to realize that he is teaching an introductory course. He will present information in lectures which has never been touched before if you did not read the book throughly. The content itself is interesting and the exams were not terrible. It is probably possible to get a perfect score in his class if you put in the time.
Ross Brann,Near Eastern Studies,5.0,2.4,30,"Professor Brann is a very memorable professor. Islamophobia, Judeophobia and Racism was an incredibly interesting course that I looked forward to attending. His lectures always had different formats which kept class interesting, and he always included snippets of current, relevant news which made the content more applicable! "
Heidi Mouillesseaux-Kunzman,Education,3.0,2.0,1,Heidi is really so so sweet and is so understanding but she does not understand how a cornell student functions. She does not give A+ when they matter so so much here and she is heavy on group work to the point where our final project was a group project. She is so kind but a LOT of work 
Reid Friedson,Labor & Employment Relations,5.0,3.8,5,I loved the course structure and knowing the professor's expectations. The depth on the discussion boards was fantastic.
